
100 4.4e-05
200 0.000185
300 0.000398
400 0.000708
500 0.001034
600 0.001494
700 0.00174
800 0.001801
900 0.00282
1000 0.002479
1100 0.004482
1200 0.005404
1300 0.005273
1400 0.006886
1500 0.005748
1600 0.00688
1700 0.007053
1800 0.00907
1900 0.010683
2000 0.009421
2100 0.012454
2200 0.01872
2300 0.017042
2400 0.018572
2500 0.022944
2600 0.018138
2700 0.022478
2800 0.023525
2900 0.024752
3000 0.031404
3100 0.034411
3200 0.027914
3300 0.034992
3400 0.033962
3500 0.034958
3600 0.036806
3700 0.04188
3800 0.041794
3900 0.049243
4000 0.044845
4100 0.0483
4200 0.055926
4300 0.052099
4400 0.059597
4500 0.058487
4600 0.061125
4700 0.063923
4800 0.071651
4900 0.070654
5000 0.07811
5100 0.087897
5200 0.082747
5300 0.08913
5400 0.090151
5500 0.09411
5600 0.100164
5700 0.09927
5800 0.103863
5900 0.106811
6000 0.117752
6100 0.114848
6200 0.121599
6300 0.121808
6400 0.12082
6500 0.129701
6600 0.12683
6700 0.139198
6800 0.14978
6900 0.154331
7000 0.15806
7100 0.163745
7200 0.166166
7300 0.172368
7400 0.166364
7500 0.178267
7600 0.178611
7700 0.191309
7800 0.195459
7900 0.189684
8000 0.20323
8100 0.211081
8200 0.218352
8300 0.213303
8400 0.223704
8500 0.235079
8600 0.275161
8700 0.279268
8800 0.276618
8900 0.254638
9000 0.266574
9100 0.268676
9200 0.267436
9300 0.278894
9400 0.277063
9500 0.288386
9600 0.301393
9700 0.32293
9800 0.336034
9900 0.32606
10000 0.361332
10100 0.348657
10200 0.354667
10300 0.35297
10400 0.362438
10500 0.389373
10600 0.412577
10700 0.397381
10800 0.382502
10900 0.377761
11000 0.381165
11100 0.390363
11200 0.403128
11300 0.41898
11400 0.41635
11500 0.416021
11600 0.421275
11700 0.516994
11800 0.491798
11900 0.492051
12000 0.468684
12100 0.477222
12200 0.502316
12300 0.494272
12400 0.506426
12500 0.515524
12600 0.543988
12700 0.531441
12800 0.529737
12900 0.553763
13000 0.591767
13100 0.595752
13200 0.573391
13300 0.597997
13400 0.686115
13500 0.619707
13600 0.629433
13700 0.632489
13800 0.614098
13900 0.638418
14000 0.664435
14100 0.70167
14200 0.700008
14300 0.696393
14400 0.671865
14500 0.754182
14600 0.755757
14700 0.738005
14800 0.738876
14900 0.754794
15000 0.768775
15100 0.778254
15200 0.770523
15300 0.862207
15400 0.804637
15500 0.778603
15600 0.821891
15700 0.803732
15800 0.825702
15900 0.847899
16000 0.839357
16100 0.884878
16200 0.875014
16300 1.01703
16400 0.959902
16500 0.921517
16600 0.912056
16700 0.93389
16800 0.94369
16900 1.0623
17000 1.05388
17100 1.01689
17200 1.01855
17300 1.07728
17400 1.09099
17500 1.05448
17600 1.05777
17700 1.14196
17800 1.13799
17900 1.13146
18000 1.0881
18100 1.09896
18200 1.08298
18300 1.11516
18400 1.1126
18500 1.1524
18600 1.13991
18700 1.1589
18800 1.18078
18900 1.18982
19000 1.20017
19100 1.20683
19200 1.22633
19300 1.24717
19400 1.24551
19500 1.26934
19600 1.27448
19700 1.30669
19800 1.29563
19900 1.31035
20000 1.34396
20100 1.41149
20200 1.43893
20300 1.40664
20400 1.41817
20500 1.43779
20600 1.45036
20700 1.60495
20800 1.573
20900 1.61271
21000 1.5649
21100 1.61186
21200 1.59435
21300 1.60233
21400 1.59337
21500 1.63462
21600 1.71997
21700 1.71609
21800 1.67297
21900 1.63639
22000 1.65269
22100 1.67283
22200 1.73589
22300 1.84418
22400 1.82594
22500 2.03802
22600 2.05751
22700 1.96125
22800 1.84361
22900 2.16376
23000 2.07435
23100 2.0049
23200 2.03838
23300 2.20463
23400 2.09236
23500 2.01345
23600 2.40201
23700 2.12877
23800 2.07913
23900 2.11723
24000 2.09895
24100 2.08396
24200 2.18024
24300 2.08315
24400 2.07448
24500 2.03397
24600 2.0772
24700 2.09566
24800 2.13165
24900 2.12506
25000 2.1536
25100 2.17014
25200 2.28191
25300 2.27957
25400 2.44748
25500 2.41464
25600 2.47393
25700 2.39376
25800 2.48043
25900 2.4678
26000 2.37628
26100 2.46283
26200 2.71319
26300 2.51537
26400 2.51423
26500 2.60329
26600 2.55956
26700 2.46396
26800 2.55483
26900 2.51601
27000 2.53074
27100 2.53929
27200 2.59908
27300 2.59014
27400 2.57207
27500 2.61695
27600 2.6635
27700 2.67828
27800 2.78921
27900 2.69769
28000 2.71501
28100 2.72689
28200 2.72076
28300 2.74262
28400 2.73341
28500 2.78352
28600 2.7965
28700 2.81128
28800 2.83862
28900 2.84646
29000 2.8755
29100 2.89977
29200 2.95983
29300 3.15583
29400 2.9672
29500 3.06135
29600 3.13008
29700 3.14181
29800 3.22862
29900 3.12331
30000 3.09196
