
100 2.4e-05
200 9.4e-05
300 0.00019
400 0.000398
500 0.0004
600 0.000704
700 0.000959
800 0.001344
900 0.001746
1000 0.002548
1100 0.002739
1200 0.002733
1300 0.003396
1400 0.003629
1500 0.003675
1600 0.004481
1700 0.005566
1800 0.006889
1900 0.007679
2000 0.007568
2100 0.009808
2200 0.009583
2300 0.009322
2400 0.011706
2500 0.01082
2600 0.012267
2700 0.014018
2800 0.014576
2900 0.01875
3000 0.015712
3100 0.020159
3200 0.018547
3300 0.019632
3400 0.022097
3500 0.021493
3600 0.022006
3700 0.025708
3800 0.025555
3900 0.025265
4000 0.030527
4100 0.032423
4200 0.034598
4300 0.039024
4400 0.033585
4500 0.037435
4600 0.037113
4700 0.038371
4800 0.045102
4900 0.042505
5000 0.046286
5100 0.044694
5200 0.048188
5300 0.045604
5400 0.051662
5500 0.053208
5600 0.052005
5700 0.056331
5800 0.056358
5900 0.062097
6000 0.060068
6100 0.062466
6200 0.067395
6300 0.071113
6400 0.069927
6500 0.071424
6600 0.076896
6700 0.076985
6800 0.082981
6900 0.079615
7000 0.083517
7100 0.087427
7200 0.088001
7300 0.088434
7400 0.093125
7500 0.12544
7600 0.099872
7700 0.104331
7800 0.106002
7900 0.100273
8000 0.107616
8100 0.113559
8200 0.111075
8300 0.117466
8400 0.118693
8500 0.126641
8600 0.123869
8700 0.122862
8800 0.12804
8900 0.128251
9000 0.141917
9100 0.137718
9200 0.139264
9300 0.145023
9400 0.146391
9500 0.150585
9600 0.150412
9700 0.158521
9800 0.159457
9900 0.167324
10000 0.163758
10100 0.16779
10200 0.171222
10300 0.189191
10400 0.215133
10500 0.199794
10600 0.203002
10700 0.221939
10800 0.212931
10900 0.213385
11000 0.216351
11100 0.231888
11200 0.215939
11300 0.23093
11400 0.228013
11500 0.249896
11600 0.227312
11700 0.220802
11800 0.226093
11900 0.230212
12000 0.235027
12100 0.237488
12200 0.24747
12300 0.24759
12400 0.245086
12500 0.248797
12600 0.254529
12700 0.254701
12800 0.264701
12900 0.264491
13000 0.279311
13100 0.279893
13200 0.284234
13300 0.289462
13400 0.291048
13500 0.294739
13600 0.307343
13700 0.306933
13800 0.309855
13900 0.313861
14000 0.319788
14100 0.327478
14200 0.33528
14300 0.337143
14400 0.346922
14500 0.338837
14600 0.366512
14700 0.339339
14800 0.358087
14900 0.369426
15000 0.374886
15100 0.362129
15200 0.373052
15300 0.379548
15400 0.391413
15500 0.394495
15600 0.392511
15700 0.398293
15800 0.400741
15900 0.410799
16000 0.411621
16100 0.417932
16200 0.418481
16300 0.438806
16400 0.450391
16500 0.447492
16600 0.440758
16700 0.458073
16800 0.452706
16900 0.476544
17000 0.459905
17100 0.477293
17200 0.48337
17300 0.495527
17400 0.487546
17500 0.495559
17600 0.502861
17700 0.51295
17800 0.528766
17900 0.519554
18000 0.532462
18100 0.531511
18200 0.538219
18300 0.535267
18400 0.550006
18500 0.555976
18600 0.552398
18700 0.562724
18800 0.562155
18900 0.585181
19000 0.5849
19100 0.583322
19200 0.610367
19300 0.616314
19400 0.603611
19500 0.6161
19600 0.614612
19700 0.622704
19800 0.641163
19900 0.646134
20000 0.655815
20100 0.649605
20200 0.661764
20300 0.65699
20400 0.675422
20500 0.680374
20600 0.692987
20700 0.692793
20800 0.692549
20900 0.717469
21000 0.728668
21100 0.734648
21200 0.718069
21300 0.756257
21400 0.789159
21500 0.761075
21600 0.772854
21700 0.77807
21800 0.766312
21900 0.780688
22000 0.777036
22100 0.798106
22200 0.791252
22300 0.808974
22400 0.829591
22500 0.811168
22600 0.822188
22700 0.819659
22800 0.832888
22900 0.841238
23000 0.842763
23100 0.86926
23200 0.889982
23300 0.872761
23400 0.900505
23500 0.890332
23600 0.903862
23700 0.897379
23800 0.911368
23900 0.923671
24000 0.926916
24100 0.932426
24200 0.96206
24300 0.969414
24400 0.964818
24500 0.977783
24600 0.969928
24700 1.01321
24800 0.998109
24900 1.01201
25000 1.03171
25100 1.03335
25200 1.04979
25300 1.04364
25400 1.03325
25500 1.06587
25600 1.06353
25700 1.08964
25800 1.09138
25900 1.20771
26000 1.19625
26100 1.20266
26200 1.18657
26300 1.13994
26400 1.1224
26500 1.12766
26600 1.16361
26700 1.19507
26800 1.15044
26900 1.17333
27000 1.20239
27100 1.25033
27200 1.27826
27300 1.25245
27400 1.21492
27500 1.21004
27600 1.23005
27700 1.26084
27800 1.24841
27900 1.26726
28000 1.27742
28100 1.29902
28200 1.28271
28300 1.26595
28400 1.29385
28500 1.36003
28600 1.36521
28700 1.42315
28800 1.32979
28900 1.34666
29000 1.37895
29100 1.37945
29200 1.45253
29300 1.38033
29400 1.42841
29500 1.46413
29600 1.41921
29700 1.42458
29800 1.51516
29900 1.47673
30000 1.48467
